skill=1 levels=30
    level=12 adena=189000 sp=595020
    level=13 adena=228150 sp=622095
    level=14 adena=228150 sp=622095
    level=15 adena=228150 sp=622095
    level=16 adena=267750 sp=666350
    level=17 adena=267750 sp=666350
    level=18 adena=267750 sp=666350
    level=19 adena=307800 sp=696405
    level=20 adena=307800 sp=696405
    level=21 adena=307800 sp=696405
    level=22 adena=348300 sp=743165
    level=23 adena=348300 sp=743165
    level=24 adena=348300 sp=743165
    level=25 adena=389250 sp=775470
    level=26 adena=389250 sp=775470
    level=27 adena=389250 sp=775470
    level=28 adena=430650 sp=825665
    level=29 adena=430650 sp=825665
    level=30 adena=430650 sp=825665
skill=1310 levels=30
    level=1 adena=74250 sp=503980
    level=2 adena=74250 sp=503980
    level=3 adena=74250 sp=503980
    level=4 adena=112050 sp=528970
    level=5 adena=112050 sp=528970
    level=6 adena=112050 sp=528970
    level=7 adena=150300 sp=554700
    level=8 adena=150300 sp=554700
    level=9 adena=150300 sp=554700
    level=10 adena=189000 sp=595020
    level=11 adena=189000 sp=595020
    level=12 adena=189000 sp=595020
    level=13 adena=228150 sp=622095
    level=14 adena=228150 sp=622095
    level=15 adena=228150 sp=622095
    level=16 adena=267750 sp=666350
    level=17 adena=267750 sp=666350
    level=18 adena=267750 sp=666350
    level=19 adena=307800 sp=696405
    level=20 adena=307800 sp=696405
    level=21 adena=307800 sp=696405
    level=22 adena=348300 sp=743165
    level=23 adena=348300 sp=743165
    level=24 adena=348300 sp=743165
    level=25 adena=389250 sp=775470
    level=26 adena=389250 sp=775470
    level=27 adena=389250 sp=775470
    level=28 adena=430650 sp=825665
    level=29 adena=430650 sp=825665
    level=30 adena=430650 sp=825665
skill=1311 levels=30
    level=1 adena=74250 sp=503980
    level=2 adena=74250 sp=503980
    level=3 adena=74250 sp=503980
    level=4 adena=112050 sp=528970
    level=5 adena=112050 sp=528970
    level=6 adena=112050 sp=528970
    level=7 adena=150300 sp=554700
    level=8 adena=150300 sp=554700
    level=9 adena=150300 sp=554700
    level=10 adena=189000 sp=595020
    level=11 adena=189000 sp=595020
    level=12 adena=189000 sp=595020
    level=13 adena=228150 sp=622095
    level=14 adena=228150 sp=622095
    level=15 adena=228150 sp=622095
    level=16 adena=267750 sp=666350
    level=17 adena=267750 sp=666350
    level=18 adena=267750 sp=666350
    level=19 adena=307800 sp=696405
    level=20 adena=307800 sp=696405
    level=21 adena=307800 sp=696405
    level=22 adena=348300 sp=743165
    level=23 adena=348300 sp=743165
    level=24 adena=348300 sp=743165
    level=25 adena=389250 sp=775470
    level=26 adena=389250 sp=775470
    level=27 adena=389250 sp=775470
    level=28 adena=430650 sp=825665
    level=29 adena=430650 sp=825665
    level=30 adena=430650 sp=825665
skill=1328 levels=30
    level=1 adena=133650 sp=907164
    level=2 adena=133650 sp=907164
    level=3 adena=133650 sp=907164
    level=4 adena=201690 sp=952146
    level=5 adena=201690 sp=952146
    level=6 adena=201690 sp=952146
    level=7 adena=270540 sp=998586
    level=8 adena=270540 sp=998586
    level=9 adena=270540 sp=998586
    level=10 adena=340200 sp=1071036
    level=11 adena=340200 sp=1071036
    level=12 adena=340200 sp=1071036
    level=13 adena=410670 sp=1281402
    level=14 adena=410670 sp=1281402
    level=15 adena=410670 sp=1281402
    level=16 adena=481950 sp=1370772
    level=17 adena=481950 sp=1370772
    level=18 adena=481950 sp=1370772
    level=19 adena=554040 sp=1432602
    level=20 adena=554040 sp=1432602
    level=21 adena=554040 sp=1432602
    level=22 adena=626940 sp=1528794
    level=23 adena=626940 sp=1528794
    level=24 adena=626940 sp=1528794
    level=25 adena=700650 sp=1708536
    level=26 adena=700650 sp=1708536
    level=27 adena=700650 sp=1708536
    level=28 adena=775170 sp=1895081
    level=29 adena=775170 sp=1895081
    level=30 adena=775170 sp=1895081
skill=1329 levels=30
    level=1 adena=133650 sp=907164
    level=2 adena=133650 sp=907164
    level=3 adena=133650 sp=907164
    level=4 adena=201690 sp=952146
    level=5 adena=201690 sp=952146
    level=6 adena=201690 sp=952146
    level=7 adena=270540 sp=998586
    level=8 adena=270540 sp=998586
    level=9 adena=270540 sp=998586
    level=10 adena=340200 sp=1071036
    level=11 adena=340200 sp=1071036
    level=12 adena=340200 sp=1071036
    level=13 adena=410670 sp=1281402
    level=14 adena=410670 sp=1281402
    level=15 adena=410670 sp=1281402
    level=16 adena=481950 sp=1370772
    level=17 adena=481950 sp=1370772
    level=18 adena=481950 sp=1370772
    level=19 adena=554040 sp=1432602
    level=20 adena=554040 sp=1432602
    level=21 adena=554040 sp=1432602
    level=22 adena=626940 sp=1528794
    level=23 adena=626940 sp=1528794
    level=24 adena=626940 sp=1528794
    level=25 adena=700650 sp=1708536
    level=26 adena=700650 sp=1708536
    level=27 adena=700650 sp=1708536
    level=28 adena=775170 sp=1895081
    level=29 adena=775170 sp=1895081
    level=30 adena=775170 sp=1895081
skill=1330 levels=30
    level=1 adena=133650 sp=907164
    level=2 adena=133650 sp=907164
    level=3 adena=133650 sp=907164
    level=4 adena=201690 sp=952146
    level=5 adena=201690 sp=952146
    level=6 adena=201690 sp=952146
    level=7 adena=270540 sp=998586
    level=8 adena=270540 sp=998586
    level=9 adena=270540 sp=998586
    level=10 adena=340200 sp=1071036
    level=11 adena=340200 sp=1071036
    level=12 adena=340200 sp=1071036
    level=13 adena=410670 sp=1281402
    level=14 adena=410670 sp=1281402
    level=15 adena=410670 sp=1281402
    level=16 adena=481950 sp=1370772
    level=17 adena=481950 sp=1370772
    level=18 adena=481950 sp=1370772
    level=19 adena=554040 sp=1432602
    level=20 adena=554040 sp=1432602
    level=21 adena=554040 sp=1432602
    level=22 adena=626940 sp=1528794
    level=23 adena=626940 sp=1528794
    level=24 adena=626940 sp=1528794
    level=25 adena=700650 sp=1708536
    level=26 adena=700650 sp=1708536
    level=27 adena=700650 sp=1708536
    level=28 adena=775170 sp=1895081
    level=29 adena=775170 sp=1895081
    level=30 adena=775170 sp=1895081
skill=1331 levels=30
    level=1 adena=74250 sp=503980
    level=2 adena=74250 sp=503980
    level=3 adena=74250 sp=503980
    level=4 adena=112050 sp=528970
    level=5 adena=112050 sp=528970
    level=6 adena=112050 sp=528970
    level=7 adena=150300 sp=554700
    level=8 adena=150300 sp=554700
    level=9 adena=150300 sp=554700
    level=10 adena=189000 sp=595020
    level=11 adena=189000 sp=595020
    level=12 adena=189000 sp=595020
    level=13 adena=228150 sp=622095
    level=14 adena=228150 sp=622095
    level=15 adena=228150 sp=622095
    level=16 adena=267750 sp=666350
    level=17 adena=267750 sp=666350
    level=18 adena=267750 sp=666350
    level=19 adena=307800 sp=696405
    level=20 adena=307800 sp=696405
    level=21 adena=307800 sp=696405
    level=22 adena=348300 sp=743165
    level=23 adena=348300 sp=743165
    level=24 adena=348300 sp=743165
    level=25 adena=389250 sp=775470
    level=26 adena=389250 sp=775470
    level=27 adena=389250 sp=775470
    level=28 adena=430650 sp=825665
    level=29 adena=430650 sp=825665
    level=30 adena=430650 sp=825665
skill=1332 levels=30
    level=1 adena=74250 sp=503980
    level=2 adena=74250 sp=503980
    level=3 adena=74250 sp=503980
    level=4 adena=112050 sp=528970
    level=5 adena=112050 sp=528970
    level=6 adena=112050 sp=528970
    level=7 adena=150300 sp=554700
    level=8 adena=150300 sp=554700
    level=9 adena=150300 sp=554700
    level=10 adena=189000 sp=595020
    level=11 adena=189000 sp=595020
    level=12 adena=189000 sp=595020
    level=13 adena=228150 sp=622095
    level=14 adena=228150 sp=622095
    level=15 adena=228150 sp=622095
    level=16 adena=267750 sp=666350
    level=17 adena=267750 sp=666350
    level=18 adena=267750 sp=666350
    level=19 adena=307800 sp=696405
    level=20 adena=307800 sp=696405
    level=21 adena=307800 sp=696405
    level=22 adena=348300 sp=743165
    level=23 adena=348300 sp=743165
    level=24 adena=348300 sp=743165
    level=25 adena=389250 sp=775470
    level=26 adena=389250 sp=775470
    level=27 adena=389250 sp=775470
    level=28 adena=430650 sp=825665
    level=29 adena=430650 sp=825665
    level=30 adena=430650 sp=825665
skill=1333 levels=30
    level=1 adena=74250 sp=503980
    level=2 adena=74250 sp=503980
    level=3 adena=74250 sp=503980
    level=4 adena=112050 sp=528970
    level=5 adena=112050 sp=528970
    level=6 adena=112050 sp=528970
    level=7 adena=150300 sp=554700
    level=8 adena=150300 sp=554700
    level=9 adena=150300 sp=554700
    level=10 adena=189000 sp=595020
    level=11 adena=189000 sp=595020
    level=12 adena=189000 sp=595020
    level=13 adena=228150 sp=622095
    level=14 adena=228150 sp=622095
    level=15 adena=228150 sp=622095
    level=16 adena=267750 sp=666350
    level=17 adena=267750 sp=666350
    level=18 adena=267750 sp=666350
    level=19 adena=307800 sp=696405
    level=20 adena=307800 sp=696405
    level=21 adena=307800 sp=696405
    level=22 adena=348300 sp=743165
    level=23 adena=348300 sp=743165
    level=24 adena=348300 sp=743165
    level=25 adena=389250 sp=775470
    level=26 adena=389250 sp=775470
    level=27 adena=389250 sp=775470
    level=28 adena=430650 sp=825665
    level=29 adena=430650 sp=825665
    level=30 adena=430650 sp=825665
skill=1334 levels=30
    level=1 adena=74250 sp=503980
    level=2 adena=74250 sp=503980
    level=3 adena=74250 sp=503980
    level=4 adena=112050 sp=528970
    level=5 adena=112050 sp=528970
    level=6 adena=112050 sp=528970
    level=7 adena=150300 sp=554700
    level=8 adena=150300 sp=554700
    level=9 adena=150300 sp=554700
    level=10 adena=189000 sp=595020
    level=11 adena=189000 sp=595020
    level=12 adena=189000 sp=595020
    level=13 adena=228150 sp=622095
    level=14 adena=228150 sp=622095
    level=15 adena=228150 sp=622095
    level=16 adena=267750 sp=666350
    level=17 adena=267750 sp=666350
    level=18 adena=267750 sp=666350
    level=19 adena=307800 sp=696405
    level=20 adena=307800 sp=696405
    level=21 adena=307800 sp=696405
    level=22 adena=348300 sp=743165
    level=23 adena=348300 sp=743165
    level=24 adena=348300 sp=743165
    level=25 adena=389250 sp=775470
    level=26 adena=389250 sp=775470
    level=27 adena=389250 sp=775470
    level=28 adena=430650 sp=825665
    level=29 adena=430650 sp=825665
    level=30 adena=430650 sp=825665
skill=1336 levels=15
    level=1 adena=374850 sp=1066156
    level=2 adena=374850 sp=1066156
    level=3 adena=374850 sp=1066156
    level=4 adena=430920 sp=1114246
    level=5 adena=430920 sp=1114246
    level=6 adena=430920 sp=1114246
    level=7 adena=487620 sp=1189062
    level=8 adena=487620 sp=1189062
    level=9 adena=487620 sp=1189062
    level=10 adena=544320 sp=1266156
    level=11 adena=544320 sp=1266156
    level=12 adena=544320 sp=1266156
    level=13 adena=601020 sp=1314246
    level=14 adena=601020 sp=1314246
    level=15 adena=601020 sp=1314246
skill=1337 levels=15
    level=1 adena=374850 sp=1066156
    level=2 adena=374850 sp=1066156
    level=3 adena=374850 sp=1066156
    level=4 adena=430920 sp=1114246
    level=5 adena=430920 sp=1114246
    level=6 adena=430920 sp=1114246
    level=7 adena=487620 sp=1189062
    level=8 adena=487620 sp=1189062
    level=9 adena=487620 sp=1189062
    level=10 adena=544320 sp=1266156
    level=11 adena=544320 sp=1266156
    level=12 adena=544320 sp=1266156
    level=13 adena=601020 sp=1314246
    level=14 adena=601020 sp=1314246
    level=15 adena=601020 sp=1314246
skill=1338 levels=15
    level=1 adena=374850 sp=1066156
    level=2 adena=374850 sp=1066156
    level=3 adena=374850 sp=1066156
    level=4 adena=430920 sp=1114246
    level=5 adena=430920 sp=1114246
    level=6 adena=430920 sp=1114246
    level=7 adena=487620 sp=1189062
    level=8 adena=487620 sp=1189062
    level=9 adena=487620 sp=1189062
    level=10 adena=544320 sp=1266156
    level=11 adena=544320 sp=1266156
    level=12 adena=544320 sp=1266156
    level=13 adena=601020 sp=1314246
    level=14 adena=601020 sp=1314246
    level=15 adena=601020 sp=1314246
skill=1339 levels=15
    level=1 adena=374850 sp=1066156
    level=2 adena=374850 sp=1066156
    level=3 adena=374850 sp=1066156
    level=4 adena=430920 sp=1114246
    level=5 adena=430920 sp=1114246
    level=6 adena=430920 sp=1114246
    level=7 adena=487620 sp=1189062
    level=8 adena=487620 sp=1189062
    level=9 adena=487620 sp=1189062
    level=10 adena=544320 sp=1266156
    level=11 adena=544320 sp=1266156
    level=12 adena=544320 sp=1266156
    level=13 adena=601020 sp=1314246
    level=14 adena=601020 sp=1314246
    level=15 adena=601020 sp=1314246
skill=1340 levels=15
    level=1 adena=374850 sp=1066156
    level=2 adena=374850 sp=1066156
    level=3 adena=374850 sp=1066156
    level=4 adena=430920 sp=1114246
    level=5 adena=430920 sp=1114246
    level=6 adena=430920 sp=1114246
    level=7 adena=487620 sp=1189062
    level=8 adena=487620 sp=1189062
    level=9 adena=487620 sp=1189062
    level=10 adena=544320 sp=1266156
    level=11 adena=544320 sp=1266156
    level=12 adena=544320 sp=1266156
    level=13 adena=601020 sp=1314246
    level=14 adena=601020 sp=1314246
    level=15 adena=601020 sp=1314246
skill=1341 levels=15
    level=1 adena=374850 sp=1066156
    level=2 adena=374850 sp=1066156
    level=3 adena=374850 sp=1066156
    level=4 adena=430920 sp=1114246
    level=5 adena=430920 sp=1114246
    level=6 adena=430920 sp=1114246
    level=7 adena=487620 sp=1189062
    level=8 adena=487620 sp=1189062
    level=9 adena=487620 sp=1189062
    level=10 adena=544320 sp=1266156
    level=11 adena=544320 sp=1266156
    level=12 adena=544320 sp=1266156
    level=13 adena=601020 sp=1314246
    level=14 adena=601020 sp=1314246
    level=15 adena=601020 sp=1314246
skill=1342 levels=15
    level=1 adena=374850 sp=1066156
    level=2 adena=374850 sp=1066156
    level=3 adena=374850 sp=1066156
    level=4 adena=430920 sp=1114246
    level=5 adena=430920 sp=1114246
    level=6 adena=430920 sp=1114246
    level=7 adena=487620 sp=1189062
    level=8 adena=487620 sp=1189062
    level=9 adena=487620 sp=1189062
    level=10 adena=544320 sp=1266156
    level=11 adena=544320 sp=1266156
    level=12 adena=544320 sp=1266156
    level=13 adena=601020 sp=1314246
    level=14 adena=601020 sp=1314246
    level=15 adena=601020 sp=1314246
skill=1343 levels=15
    level=1 adena=374850 sp=1066156
    level=2 adena=374850 sp=1066156
    level=3 adena=374850 sp=1066156
    level=4 adena=430920 sp=1114246
    level=5 adena=430920 sp=1114246
    level=6 adena=430920 sp=1114246
    level=7 adena=487620 sp=1189062
    level=8 adena=487620 sp=1189062
    level=9 adena=487620 sp=1189062
    level=10 adena=544320 sp=1266156
    level=11 adena=544320 sp=1266156
    level=12 adena=544320 sp=1266156
    level=13 adena=601020 sp=1314246
    level=14 adena=601020 sp=1314246
    level=15 adena=601020 sp=1314246
skill=1346 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1347 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1348 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1349 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1352 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1353 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1354 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1355 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1356 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1357 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1358 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1359 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1360 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1361 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1362 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1363 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1364 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1365 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1366 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1367 levels=15
    level=1 adena=481950 sp=1370772
    level=2 adena=481950 sp=1370772
    level=3 adena=481950 sp=1370772
    level=4 adena=554040 sp=1432602
    level=5 adena=554040 sp=1432602
    level=6 adena=554040 sp=1432602
    level=7 adena=626940 sp=1528794
    level=8 adena=626940 sp=1528794
    level=9 adena=626940 sp=1528794
    level=10 adena=699840 sp=1632602
    level=11 adena=699840 sp=1632602
    level=12 adena=699840 sp=1632602
    level=13 adena=772740 sp=1770772
    level=14 adena=772740 sp=1770772
    level=15 adena=772740 sp=1770772
skill=1381 levels=30
    level=1 adena=74250 sp=503980
    level=2 adena=74250 sp=503980
    level=3 adena=74250 sp=503980
    level=4 adena=112050 sp=528970
    level=5 adena=112050 sp=528970
    level=6 adena=112050 sp=528970
    level=7 adena=150300 sp=554700
    level=8 adena=150300 sp=554700
    level=9 adena=150300 sp=554700
    level=10 adena=189000 sp=595020
    level=11 adena=189000 sp=595020
    level=12 adena=189000 sp=595020
    level=13 adena=228150 sp=622095
    level=14 adena=228150 sp=622095
    level=15 adena=228150 sp=622095
    level=16 adena=267750 sp=666350
    level=17 adena=267750 sp=666350
    level=18 adena=267750 sp=666350
    level=19 adena=307800 sp=696405
    level=20 adena=307800 sp=696405
    level=21 adena=307800 sp=696405
    level=22 adena=348300 sp=743165
    level=23 adena=348300 sp=743165
    level=24 adena=348300 sp=743165
    level=25 adena=389250 sp=775470
    level=26 adena=389250 sp=775470
    level=27 adena=389250 sp=775470
    level=28 adena=430650 sp=825665
    level=29 adena=430650 sp=825665
    level=30 adena=430650 sp=825665
skill=1382 levels=30
    level=1 adena=74250 sp=503980
    level=2 adena=74250 sp=503980
    level=3 adena=74250 sp=503980
    level=4 adena=112050 sp=528970
    level=5 adena=112050 sp=528970
    level=6 adena=112050 sp=528970
    level=7 adena=150300 sp=554700
    level=8 adena=150300 sp=554700
    level=9 adena=150300 sp=554700
    level=10 adena=189000 sp=595020
    level=11 adena=189000 sp=595020
    level=12 adena=189000 sp=595020
    level=13 adena=228150 sp=622095
    level=14 adena=228150 sp=622095
    level=15 adena=228150 sp=622095
    level=16 adena=267750 sp=666350
    level=17 adena=267750 sp=666350
    level=18 adena=267750 sp=666350
    level=19 adena=307800 sp=696405
    level=20 adena=307800 sp=696405
    level=21 adena=307800 sp=696405
    level=22 adena=348300 sp=743165
    level=23 adena=348300 sp=743165
    level=24 adena=348300 sp=743165
    level=25 adena=389250 sp=775470
    level=26 adena=389250 sp=775470
    level=27 adena=389250 sp=775470
    level=28 adena=430650 sp=825665
    level=29 adena=430650 sp=825665
    level=30 adena=430650 sp=825665
